question_type;scene_number;seed;question;answer;question_object_ids;container_id
counting;29;590464848;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;29;66064829;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;29;851845327;Please tell me how many bowls there are somewhere in the room?;3;[7];36;
counting;29;481301773;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;29;43125950;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;29;530305001;How many loaves of bread are there in the room?;2;[12];36;
counting;29;598980006;How many loaves of bread are there in the room?;3;[12];36;
counting;30;480379950;How many potatoes are there in the room?;0;[2];36;
counting;30;926153161;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;30;612009046;There are between 0 and 3 potatoes in the room. How many are there?;2;[2];36;
counting;30;468344418;Please tell me how many potatoes are around here?;3;[2];36;
counting;30;367878104;How many knives are there in the room?;0;[10];36;
counting;30;151505267;Please tell me how many knives are around here?;1;[10];36;
counting;30;688721298;Count the number of knives in this room.;2;[10];36;
counting;30;550692256;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;30;635804947;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;30;324532857;How many tomatoes are there in the room?;1;[6];36;
counting;30;786690058;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;30;366405409;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;8;475929721;How many loaves of bread are there in the room?;0;[12];36;
counting;8;417626373;Please tell me how many loaves of bread are around here?;1;[12];36;
counting;8;89731201;There are between 0 and 3 loaves of bread in the room. How many are there?;2;[12];36;
counting;8;510931964;How many loaves of bread are there in the room?;3;[12];36;
counting;8;381396023;Please tell me how many bowls there are somewhere in the room?;0;[7];36;
counting;8;58957170;How many bowls are there in the room?;1;[7];36;
counting;8;795526131;Please tell me how many bowls are around here?;2;[7];36;
counting;8;556404624;How many bowls are there in the room?;3;[7];36;
counting;8;450369854;Please tell me how many plates there are somewhere in the room?;0;[4];36;
counting;8;604561624;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;8;914678899;How many plates are there in the room?;2;[4];36;
counting;8;215172771;Please tell me how many plates there are somewhere in the room?;3;[4];36;
counting;8;838269047;There are between 0 and 3 knives in the room. How many are there?;0;[10];36;
counting;8;96341673;How many knives are there in the room?;1;[10];36;
counting;8;877667277;Please tell me how many knives are around here?;2;[10];36;
counting;8;419951230;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;8;353988372;How many potatoes are there in the room?;0;[2];36;
counting;8;725635595;Count the number of potatoes in this room.;1;[2];36;
counting;8;928293670;There are between 0 and 3 potatoes in the room. How many are there?;2;[2];36;
counting;8;701792911;Count the number of potatoes in this room.;3;[2];36;
counting;8;639494071;How many knives are there in the room?;0;[10];36;
counting;8;195746151;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;8;535322152;How many knives are there in the room?;2;[10];36;
counting;8;2352406;How many knives are there in the room?;3;[10];36;
counting;9;860714830;How many spoons are there in the room?;0;[1];36;
counting;9;724847718;Please tell me how many spoons are around here?;1;[1];36;
counting;9;25821995;How many spoons are there in the room?;2;[1];36;
counting;9;613189073;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;9;424845859;Please tell me how many eggs are around here?;0;[5];36;
counting;9;644678567;Count the number of eggs in this room.;1;[5];36;
counting;9;351981892;Please tell me how many eggs are around here?;2;[5];36;
counting;9;69187548;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;9;536040269;There are between 0 and 3 bowls in the room. How many are there?;0;[7];36;
counting;9;708708313;Count the number of bowls in this room.;1;[7];36;
counting;9;675729288;There are between 0 and 3 bowls in the room. How many are there?;2;[7];36;
counting;9;401061056;How many bowls are there in the room?;3;[7];36;
counting;9;206773105;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;9;58889530;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;9;313271261;Please tell me how many tomatoes are around here?;2;[6];36;
counting;9;104627383;Count the number of tomatoes in this room.;3;[6];36;
counting;9;893438700;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;9;54366401;Count the number of tomatoes in this room.;1;[6];36;
counting;9;613694441;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;9;718054851;How many tomatoes are there in the room?;3;[6];36;
counting;10;193302193;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;10;585374018;Please tell me how many tomatoes are around here?;1;[6];36;
counting;10;136009622;How many tomatoes are there in the room?;2;[6];36;
counting;10;832417469;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;10;990484864;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;10;627468163;Please tell me how many forks there are somewhere in the room?;1;[3];36;
counting;10;18025732;How many forks are there in the room?;2;[3];36;
counting;10;911774059;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;10;936738530;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;10;19263315;How many tomatoes are there in the room?;1;[6];36;
counting;10;543335463;Count the number of tomatoes in this room.;2;[6];36;
counting;10;378841606;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;10;733995928;Count the number of tomatoes in this room.;0;[6];36;
counting;10;178643718;How many tomatoes are there in the room?;1;[6];36;
counting;10;700366732;Please tell me how many tomatoes there are somewhere in the room?;2;[6];36;
counting;10;978138331;Count the number of tomatoes in this room.;3;[6];36;
counting;10;142734109;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;10;363476280;Count the number of plates in this room.;1;[4];36;
counting;10;908225079;Count the number of plates in this room.;2;[4];36;
counting;10;205105653;Please tell me how many plates there are somewhere in the room?;3;[4];36;
counting;11;553175725;Count the number of apples in this room.;0;[9];36;
counting;11;333828584;How many apples are there in the room?;1;[9];36;
counting;11;736429623;Please tell me how many apples are around here?;2;[9];36;
counting;11;725151112;Count the number of apples in this room.;3;[9];36;
counting;11;321960534;Count the number of mugs in this room.;0;[13];36;
counting;11;575288851;Please tell me how many mugs are around here?;1;[13];36;
counting;11;403367125;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;11;823209893;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;11;544567559;How many apples are there in the room?;0;[9];36;
counting;11;894865165;How many apples are there in the room?;1;[9];36;
counting;11;369463336;Please tell me how many apples there are somewhere in the room?;2;[9];36;
counting;11;876804218;How many apples are there in the room?;3;[9];36;
counting;11;57274930;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;11;975401958;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;11;956816737;Count the number of potatoes in this room.;2;[2];36;
counting;11;927355532;How many potatoes are there in the room?;3;[2];36;
counting;11;508801684;Please tell me how many spoons there are somewhere in the room?;0;[1];36;
counting;11;526592571;Please tell me how many spoons are around here?;1;[1];36;
counting;11;814737270;There are between 0 and 3 spoons in the room. How many are there?;2;[1];36;
counting;11;839067278;How many spoons are there in the room?;3;[1];36;
counting;11;5852514;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;11;105369110;There are between 0 and 3 tomatoes in the room. How many are there?;1;[6];36;
counting;11;546264508;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;11;280314760;Please tell me how many tomatoes are around here?;3;[6];36;
counting;11;365039004;How many spoons are there in the room?;0;[1];36;
counting;11;902805197;There are between 0 and 3 spoons in the room. How many are there?;1;[1];36;
counting;11;325631676;Please tell me how many spoons there are somewhere in the room?;2;[1];36;
counting;11;341431415;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;13;374156043;Count the number of mugs in this room.;0;[13];36;
counting;13;951287179;How many mugs are there in the room?;1;[13];36;
counting;13;852742159;Count the number of mugs in this room.;2;[13];36;
counting;13;730776589;Please tell me how many mugs are around here?;3;[13];36;
counting;13;544539012;How many apples are there in the room?;0;[9];36;
counting;13;505033289;Please tell me how many apples are around here?;1;[9];36;
counting;13;681401664;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;13;550750534;How many apples are there in the room?;3;[9];36;
counting;13;432169524;How many mugs are there in the room?;0;[13];36;
counting;13;102850260;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;13;878073493;Count the number of mugs in this room.;2;[13];36;
counting;13;289003954;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;13;727520803;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;13;221387815;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;13;177467959;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;13;351154829;How many potatoes are there in the room?;3;[2];36;
counting;13;522945685;Please tell me how many tomatoes are around here?;0;[6];36;
counting;13;63306972;Count the number of tomatoes in this room.;1;[6];36;
counting;13;313678368;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;13;956297660;Count the number of tomatoes in this room.;3;[6];36;
counting;13;314348820;Count the number of spoons in this room.;0;[1];36;
counting;13;330374011;Please tell me how many spoons are around here?;1;[1];36;
counting;13;73883995;How many spoons are there in the room?;2;[1];36;
counting;13;847133347;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;13;523628386;There are between 0 and 3 heads of lettuce in the room. How many are there?;0;[8];36;
counting;13;337779404;How many heads of lettuce are there in the room?;1;[8];36;
counting;13;472385517;There are between 0 and 3 heads of lettuce in the room. How many are there?;2;[8];36;
counting;13;67587341;Count the number of heads of lettuce in this room.;3;[8];36;
counting;14;394547047;Count the number of knives in this room.;0;[10];36;
counting;14;809089233;Count the number of knives in this room.;1;[10];36;
counting;14;910352950;Please tell me how many knives there are somewhere in the room?;2;[10];36;
counting;14;118538931;Count the number of knives in this room.;3;[10];36;
counting;14;821895671;How many eggs are there in the room?;0;[5];36;
counting;14;56919022;There are between 0 and 3 eggs in the room. How many are there?;1;[5];36;
counting;14;202933895;Please tell me how many eggs are around here?;2;[5];36;
counting;14;455856357;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;14;3029462;How many heads of lettuce are there in the room?;0;[8];36;
counting;14;1284709;There are between 0 and 3 heads of lettuce in the room. How many are there?;1;[8];36;
counting;14;904746016;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;14;946654971;Please tell me how many heads of lettuce there are somewhere in the room?;3;[8];36;
counting;14;945221657;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;14;711139501;Please tell me how many mugs are around here?;1;[13];36;
counting;14;265496882;Please tell me how many mugs are around here?;2;[13];36;
counting;14;987444249;How many mugs are there in the room?;3;[13];36;
counting;14;644539338;How many plates are there in the room?;0;[4];36;
counting;14;93985867;There are between 0 and 3 plates in the room. How many are there?;1;[4];36;
counting;14;87789087;There are between 0 and 3 plates in the room. How many are there?;2;[4];36;
counting;14;793456238;There are between 0 and 3 plates in the room. How many are there?;3;[4];36;
counting;16;36233434;Please tell me how many potatoes are around here?;0;[2];36;
counting;16;93503199;There are between 0 and 3 potatoes in the room. How many are there?;1;[2];36;
counting;16;423526165;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;16;279514539;Please tell me how many potatoes there are somewhere in the room?;3;[2];36;
counting;16;68233046;Count the number of tomatoes in this room.;0;[6];36;
counting;16;825314041;How many tomatoes are there in the room?;1;[6];36;
counting;16;528153728;Count the number of tomatoes in this room.;2;[6];36;
counting;16;353829678;Count the number of tomatoes in this room.;3;[6];36;
counting;16;939233362;There are between 0 and 3 knives in the room. How many are there?;0;[10];36;
counting;16;621927266;There are between 0 and 3 knives in the room. How many are there?;1;[10];36;
counting;16;932933881;There are between 0 and 3 knives in the room. How many are there?;2;[10];36;
counting;16;107358510;Please tell me how many knives are around here?;3;[10];36;
counting;16;618379779;Please tell me how many potatoes are around here?;0;[2];36;
counting;16;782870524;Count the number of potatoes in this room.;1;[2];36;
counting;16;714994984;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;16;645035694;Please tell me how many potatoes there are somewhere in the room?;3;[2];36;
counting;16;677687025;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;16;967869670;Please tell me how many tomatoes are around here?;1;[6];36;
counting;16;778530382;Count the number of tomatoes in this room.;2;[6];36;
counting;16;269441912;Count the number of tomatoes in this room.;3;[6];36;
counting;17;756502460;Please tell me how many heads of lettuce there are somewhere in the room?;0;[8];36;
counting;17;130060693;There are between 0 and 3 heads of lettuce in the room. How many are there?;1;[8];36;
counting;17;209243089;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;17;81114266;Count the number of heads of lettuce in this room.;3;[8];36;
counting;17;371097355;Count the number of loaves of bread in this room.;0;[12];36;
counting;17;122020780;Count the number of loaves of bread in this room.;1;[12];36;
counting;17;134204737;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;17;882559903;How many loaves of bread are there in the room?;3;[12];36;
counting;17;424660379;Count the number of spoons in this room.;0;[1];36;
counting;17;634905417;Count the number of spoons in this room.;1;[1];36;
counting;17;130675963;There are between 0 and 3 spoons in the room. How many are there?;2;[1];36;
counting;17;900046242;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;17;466088151;Please tell me how many spoons are around here?;0;[1];36;
counting;17;532856809;Count the number of spoons in this room.;1;[1];36;
counting;17;974745659;How many spoons are there in the room?;2;[1];36;
counting;17;598994128;Please tell me how many spoons there are somewhere in the room?;3;[1];36;
counting;17;783927557;Please tell me how many eggs are around here?;0;[5];36;
counting;17;734920791;Please tell me how many eggs are around here?;1;[5];36;
counting;17;286372887;Count the number of eggs in this room.;2;[5];36;
counting;17;803676037;There are between 0 and 3 eggs in the room. How many are there?;3;[5];36;
counting;17;518883557;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;17;346741496;Please tell me how many forks are around here?;1;[3];36;
counting;17;589584221;How many forks are there in the room?;2;[3];36;
counting;17;507761665;There are between 0 and 3 forks in the room. How many are there?;3;[3];36;
counting;17;348355294;Please tell me how many mugs are around here?;0;[13];36;
counting;17;420842615;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;17;584438045;How many mugs are there in the room?;2;[13];36;
counting;17;871989035;Please tell me how many mugs are around here?;3;[13];36;
counting;17;155050572;There are between 0 and 3 forks in the room. How many are there?;0;[3];36;
counting;17;936274193;Please tell me how many forks are around here?;1;[3];36;
counting;17;710111167;How many forks are there in the room?;2;[3];36;
counting;17;878493140;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;18;473954261;There are between 0 and 3 loaves of bread in the room. How many are there?;0;[12];36;
counting;18;183165077;How many loaves of bread are there in the room?;1;[12];36;
counting;18;822119072;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;18;988530290;How many loaves of bread are there in the room?;3;[12];36;
counting;18;263684760;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;18;25536663;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;18;403040946;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;18;930299106;How many mugs are there in the room?;3;[13];36;
counting;18;789517740;Count the number of eggs in this room.;0;[5];36;
counting;18;960607217;There are between 0 and 3 eggs in the room. How many are there?;1;[5];36;
counting;18;895289730;Please tell me how many eggs are around here?;2;[5];36;
counting;18;246452679;How many eggs are there in the room?;3;[5];36;
counting;18;242956220;Please tell me how many tomatoes are around here?;0;[6];36;
counting;18;428771953;Count the number of tomatoes in this room.;1;[6];36;
counting;18;970623965;There are between 0 and 3 tomatoes in the room. How many are there?;2;[6];36;
counting;18;964021325;Please tell me how many tomatoes are around here?;3;[6];36;
counting;18;179312376;How many forks are there in the room?;0;[3];36;
counting;18;931182326;Please tell me how many forks are around here?;1;[3];36;
counting;18;538016325;Please tell me how many forks there are somewhere in the room?;2;[3];36;
counting;18;431819124;Please tell me how many forks are around here?;3;[3];36;
counting;19;929553256;How many heads of lettuce are there in the room?;0;[8];36;
counting;19;85360311;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;19;983904047;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;19;292488348;There are between 0 and 3 heads of lettuce in the room. How many are there?;3;[8];36;
counting;19;276072529;Please tell me how many loaves of bread there are somewhere in the room?;0;[12];36;
counting;19;197534769;There are between 0 and 3 loaves of bread in the room. How many are there?;1;[12];36;
counting;19;80651760;There are between 0 and 3 loaves of bread in the room. How many are there?;2;[12];36;
counting;19;926834848;Count the number of loaves of bread in this room.;3;[12];36;
counting;19;982809815;Count the number of apples in this room.;0;[9];36;
counting;19;434611542;Please tell me how many apples there are somewhere in the room?;1;[9];36;
counting;19;891813317;There are between 0 and 3 apples in the room. How many are there?;2;[9];36;
counting;19;677593617;Please tell me how many apples there are somewhere in the room?;3;[9];36;
counting;19;362114476;How many bowls are there in the room?;0;[7];36;
counting;19;737260352;Please tell me how many bowls there are somewhere in the room?;1;[7];36;
counting;19;461224799;How many bowls are there in the room?;2;[7];36;
counting;19;92742786;Please tell me how many bowls are around here?;3;[7];36;
counting;19;248659331;There are between 0 and 3 tomatoes in the room. How many are there?;0;[6];36;
counting;19;66591937;How many tomatoes are there in the room?;1;[6];36;
counting;19;56147015;Count the number of tomatoes in this room.;2;[6];36;
counting;19;786316472;How many tomatoes are there in the room?;3;[6];36;
counting;20;560501292;Count the number of tomatoes in this room.;0;[6];36;
counting;20;745062958;How many tomatoes are there in the room?;1;[6];36;
counting;20;154433886;Count the number of tomatoes in this room.;2;[6];36;
counting;20;223369123;Please tell me how many tomatoes there are somewhere in the room?;3;[6];36;
counting;20;558536856;Please tell me how many mugs are around here?;0;[13];36;
counting;20;921351350;How many mugs are there in the room?;1;[13];36;
counting;20;253211480;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;20;293131617;Please tell me how many mugs are around here?;3;[13];36;
counting;20;539403058;There are between 0 and 3 potatoes in the room. How many are there?;0;[2];36;
counting;20;458356762;Count the number of potatoes in this room.;1;[2];36;
counting;20;160574212;How many potatoes are there in the room?;2;[2];36;
counting;20;330103460;Please tell me how many potatoes are around here?;3;[2];36;
counting;20;879910378;Count the number of spoons in this room.;0;[1];36;
counting;20;116454352;Please tell me how many spoons are around here?;1;[1];36;
counting;20;336794614;How many spoons are there in the room?;2;[1];36;
counting;20;843859384;How many spoons are there in the room?;3;[1];36;
counting;20;139821081;Please tell me how many forks there are somewhere in the room?;0;[3];36;
counting;20;541860662;Count the number of forks in this room.;1;[3];36;
counting;20;302778847;Count the number of forks in this room.;2;[3];36;
counting;20;209085237;Count the number of forks in this room.;3;[3];36;
counting;20;751040156;How many knives are there in the room?;0;[10];36;
counting;20;254909936;Count the number of knives in this room.;1;[10];36;
counting;20;274060430;Please tell me how many knives there are somewhere in the room?;2;[10];36;
counting;20;240529561;Count the number of knives in this room.;3;[10];36;
counting;20;905764040;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;20;447985256;How many mugs are there in the room?;1;[13];36;
counting;20;603330595;Count the number of mugs in this room.;2;[13];36;
counting;20;52620556;How many mugs are there in the room?;3;[13];36;
counting;20;893979056;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;20;8128616;Count the number of mugs in this room.;1;[13];36;
counting;20;818741689;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;20;338410529;Please tell me how many mugs are around here?;3;[13];36;
counting;22;287130690;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;22;608682725;How many mugs are there in the room?;1;[13];36;
counting;22;15591186;Please tell me how many mugs are around here?;2;[13];36;
counting;22;539001296;Count the number of mugs in this room.;3;[13];36;
counting;22;292278630;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;22;339248721;How many mugs are there in the room?;1;[13];36;
counting;22;416220235;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;22;29765131;Please tell me how many mugs are around here?;3;[13];36;
counting;22;920159142;Please tell me how many spoons are around here?;0;[1];36;
counting;22;277133842;Please tell me how many spoons are around here?;1;[1];36;
counting;22;843905538;How many spoons are there in the room?;2;[1];36;
counting;22;657708447;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;23;675366752;There are between 0 and 3 plates in the room. How many are there?;0;[4];36;
counting;23;389717325;How many plates are there in the room?;1;[4];36;
counting;23;590544765;There are between 0 and 3 plates in the room. How many are there?;2;[4];36;
counting;23;242886602;Please tell me how many plates are around here?;3;[4];36;
counting;23;600652165;Please tell me how many loaves of bread are around here?;0;[12];36;
counting;23;921860896;Count the number of loaves of bread in this room.;1;[12];36;
counting;23;438591537;Please tell me how many loaves of bread there are somewhere in the room?;2;[12];36;
counting;23;546362771;How many loaves of bread are there in the room?;3;[12];36;
counting;23;959279557;Count the number of mugs in this room.;0;[13];36;
counting;23;903569100;Count the number of mugs in this room.;1;[13];36;
counting;23;383447618;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;23;234074327;Please tell me how many mugs are around here?;3;[13];36;
counting;24;383092341;How many knives are there in the room?;0;[10];36;
counting;24;925872220;Please tell me how many knives there are somewhere in the room?;1;[10];36;
counting;24;670003520;Please tell me how many knives there are somewhere in the room?;2;[10];36;
counting;24;194828801;Please tell me how many knives there are somewhere in the room?;3;[10];36;
counting;24;421565;There are between 0 and 3 mugs in the room. How many are there?;0;[13];36;
counting;24;311982671;How many mugs are there in the room?;1;[13];36;
counting;24;973748786;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;24;55605416;Please tell me how many mugs are around here?;3;[13];36;
counting;24;689516475;Please tell me how many mugs are around here?;0;[13];36;
counting;24;984376887;Please tell me how many mugs are around here?;1;[13];36;
counting;24;564394358;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;24;400091875;How many mugs are there in the room?;3;[13];36;
counting;24;119539229;Please tell me how many potatoes there are somewhere in the room?;0;[2];36;
counting;24;989634204;Please tell me how many potatoes are around here?;1;[2];36;
counting;24;417719575;Please tell me how many potatoes there are somewhere in the room?;2;[2];36;
counting;24;89956531;Please tell me how many potatoes there are somewhere in the room?;3;[2];36;
counting;24;227937521;Please tell me how many mugs there are somewhere in the room?;0;[13];36;
counting;24;681019661;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;24;236326770;Count the number of mugs in this room.;2;[13];36;
counting;24;671337232;Please tell me how many mugs there are somewhere in the room?;3;[13];36;
counting;24;119796961;How many mugs are there in the room?;0;[13];36;
counting;24;913266481;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;24;804200241;Please tell me how many mugs are around here?;2;[13];36;
counting;24;415762692;Count the number of mugs in this room.;3;[13];36;
counting;27;93479288;Count the number of spoons in this room.;0;[1];36;
counting;27;89258166;Please tell me how many spoons are around here?;1;[1];36;
counting;27;945994125;There are between 0 and 3 spoons in the room. How many are there?;2;[1];36;
counting;27;985190917;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;27;291911846;Please tell me how many potatoes there are somewhere in the room?;0;[2];36;
counting;27;370894676;Please tell me how many potatoes there are somewhere in the room?;1;[2];36;
counting;27;153277443;How many potatoes are there in the room?;2;[2];36;
counting;27;585067857;Count the number of potatoes in this room.;3;[2];36;
counting;27;400243623;Please tell me how many plates are around here?;0;[4];36;
counting;27;675216625;Please tell me how many plates there are somewhere in the room?;1;[4];36;
counting;27;786455390;How many plates are there in the room?;2;[4];36;
counting;27;261967060;How many plates are there in the room?;3;[4];36;
counting;27;180152378;Count the number of mugs in this room.;0;[13];36;
counting;27;999668756;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;27;585550720;There are between 0 and 3 mugs in the room. How many are there?;2;[13];36;
counting;27;622749314;Count the number of mugs in this room.;3;[13];36;
counting;27;943432710;How many mugs are there in the room?;0;[13];36;
counting;27;709454376;There are between 0 and 3 mugs in the room. How many are there?;1;[13];36;
counting;27;864278124;Please tell me how many mugs are around here?;2;[13];36;
counting;27;687292298;How many mugs are there in the room?;3;[13];36;
counting;28;247367028;There are between 0 and 3 spoons in the room. How many are there?;0;[1];36;
counting;28;327298434;Please tell me how many spoons are around here?;1;[1];36;
counting;28;844319573;There are between 0 and 3 spoons in the room. How many are there?;2;[1];36;
counting;28;162531542;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;28;925982666;Please tell me how many forks are around here?;0;[3];36;
counting;28;468119489;How many forks are there in the room?;1;[3];36;
counting;28;323486166;How many forks are there in the room?;2;[3];36;
counting;28;844345242;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;28;54766442;Count the number of heads of lettuce in this room.;0;[8];36;
counting;28;822149806;Please tell me how many heads of lettuce are around here?;1;[8];36;
counting;28;633293560;Please tell me how many heads of lettuce are around here?;2;[8];36;
counting;28;365266322;Count the number of heads of lettuce in this room.;3;[8];36;
counting;29;704587380;Count the number of heads of lettuce in this room.;0;[8];36;
counting;29;40012145;How many heads of lettuce are there in the room?;1;[8];36;
counting;29;48557914;Count the number of heads of lettuce in this room.;2;[8];36;
counting;29;302457753;There are between 0 and 3 heads of lettuce in the room. How many are there?;3;[8];36;
counting;29;627033046;Please tell me how many heads of lettuce are around here?;0;[8];36;
counting;29;731370408;Please tell me how many heads of lettuce there are somewhere in the room?;1;[8];36;
counting;29;354347859;There are between 0 and 3 heads of lettuce in the room. How many are there?;2;[8];36;
counting;29;203657566;How many heads of lettuce are there in the room?;3;[8];36;
counting;29;41498195;Count the number of mugs in this room.;0;[13];36;
counting;29;794107131;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;29;332699047;Please tell me how many mugs are around here?;2;[13];36;
counting;29;814193219;There are between 0 and 3 mugs in the room. How many are there?;3;[13];36;
counting;29;447669296;Please tell me how many forks are around here?;0;[3];36;
counting;29;403746640;There are between 0 and 3 forks in the room. How many are there?;1;[3];36;
counting;29;689898252;Count the number of forks in this room.;2;[3];36;
counting;29;867153356;Please tell me how many forks there are somewhere in the room?;3;[3];36;
counting;30;735222593;Count the number of spoons in this room.;0;[1];36;
counting;30;934994258;There are between 0 and 3 spoons in the room. How many are there?;1;[1];36;
counting;30;197439650;How many spoons are there in the room?;2;[1];36;
counting;30;811301311;There are between 0 and 3 spoons in the room. How many are there?;3;[1];36;
counting;30;135465132;Please tell me how many apples are around here?;0;[9];36;
counting;30;274195122;There are between 0 and 3 apples in the room. How many are there?;1;[9];36;
counting;30;984144656;Count the number of apples in this room.;2;[9];36;
counting;30;654690257;Please tell me how many apples are around here?;3;[9];36;
counting;30;323313564;How many loaves of bread are there in the room?;0;[12];36;
counting;30;235743293;Please tell me how many loaves of bread there are somewhere in the room?;1;[12];36;
counting;30;316164606;Please tell me how many loaves of bread are around here?;2;[12];36;
counting;30;503062770;Count the number of loaves of bread in this room.;3;[12];36;
counting;8;654489992;Please tell me how many tomatoes there are somewhere in the room?;0;[6];36;
counting;8;462647734;Count the number of tomatoes in this room.;1;[6];36;
counting;8;924395255;How many tomatoes are there in the room?;2;[6];36;
counting;8;902726115;Please tell me how many tomatoes are around here?;3;[6];36;
counting;8;390525690;Please tell me how many knives are around here?;0;[10];36;
counting;8;312929137;How many knives are there in the room?;1;[10];36;
counting;8;538231574;Please tell me how many knives are around here?;2;[10];36;
counting;8;873098761;Count the number of knives in this room.;3;[10];36;
counting;8;969434262;How many mugs are there in the room?;0;[13];36;
counting;8;188277848;Please tell me how many mugs there are somewhere in the room?;1;[13];36;
counting;8;238217648;Please tell me how many mugs there are somewhere in the room?;2;[13];36;
counting;8;190341278;Count the number of mugs in this room.;3;[13];36;
counting;8;998266564;Please tell me how many bowls are around here?;0;[7];36;
counting;8;246886596;How many bowls are there in the room?;1;[7];36;
counting;8;928094709;How many bowls are there in the room?;2;[7];36;
